role,permissions
roles/serverless.serviceAgent,clientauthconfig.clients.list;cloudbuild.builds.create;cloudbuild.builds.get;iam.serviceAccounts.actAs;iam.serviceAccounts.getAccessToken;iam.serviceAccounts.getOpenIdToken;iam.serviceAccounts.signBlob;pubsub.subscriptions.create;pubsub.subscriptions.delete;pubsub.subscriptions.get;pubsub.subscriptions.list;pubsub.topics.attachSubscription;pubsub.topics.create;pubsub.topics.delete;pubsub.topics.get;pubsub.topics.list;pubsub.topics.publish;resourcemanager.projects.get;resourcemanager.projects.getIamPolicy;resourcemanager.projects.list;run.routes.invoke;storage.objects.get;storage.objects.list
roles/servicebroker.admin,servicebroker.bindingoperations.get;servicebroker.bindingoperations.list;servicebroker.bindings.create;servicebroker.bindings.delete;servicebroker.bindings.get;servicebroker.bindings.getIamPolicy;servicebroker.bindings.list;servicebroker.bindings.setIamPolicy;servicebroker.catalogs.create;servicebroker.catalogs.delete;servicebroker.catalogs.get;servicebroker.catalogs.getIamPolicy;servicebroker.catalogs.list;servicebroker.catalogs.setIamPolicy;servicebroker.catalogs.validate;servicebroker.instanceoperations.get;servicebroker.instanceoperations.list;servicebroker.instances.create;servicebroker.instances.delete;servicebroker.instances.get;servicebroker.instances.getIamPolicy;servicebroker.instances.list;servicebroker.instances.setIamPolicy;servicebroker.instances.update
roles/servicebroker.operator,servicebroker.bindingoperations.get;servicebroker.bindingoperations.list;servicebroker.bindings.create;servicebroker.bindings.delete;servicebroker.bindings.get;servicebroker.bindings.list;servicebroker.catalogs.create;servicebroker.catalogs.delete;servicebroker.catalogs.get;servicebroker.catalogs.list;servicebroker.instanceoperations.get;servicebroker.instanceoperations.list;servicebroker.instances.create;servicebroker.instances.delete;servicebroker.instances.get;servicebroker.instances.list;servicebroker.instances.update
roles/serviceconsumermanagement.tenancyUnitsAdmin,serviceconsumermanagement.tenancyu.addResource;serviceconsumermanagement.tenancyu.create;serviceconsumermanagement.tenancyu.delete;serviceconsumermanagement.tenancyu.list;serviceconsumermanagement.tenancyu.removeResource
roles/serviceconsumermanagement.tenancyUnitsViewer,serviceconsumermanagement.tenancyu.list
roles/servicemanagement.admin,monitoring.timeSeries.list;resourcemanager.folders.get;resourcemanager.folders.list;resourcemanager.organizations.get;resourcemanager.projects.get;resourcemanager.projects.list;serviceconsumermanagement.consumers.get;serviceconsumermanagement.quota.get;serviceconsumermanagement.quota.update;serviceconsumermanagement.tenancyu.addResource;serviceconsumermanagement.tenancyu.create;serviceconsumermanagement.tenancyu.delete;serviceconsumermanagement.tenancyu.list;serviceconsumermanagement.tenancyu.removeResource;servicemanagement.services.bind;servicemanagement.services.check;servicemanagement.services.create;servicemanagement.services.delete;servicemanagement.services.get;servicemanagement.services.getIamPolicy;servicemanagement.services.list;servicemanagement.services.quota;servicemanagement.services.report;servicemanagement.services.setIamPolicy;servicemanagement.services.update;serviceusage.quotas.get;serviceusage.services.get
roles/servicemanagement.configEditor,servicemanagement.services.get;servicemanagement.services.update
roles/servicemanagement.quotaAdmin,monitoring.timeSeries.list;resourcemanager.organizations.get;resourcemanager.projects.get;resourcemanager.projects.list;servicemanagement.consumerSettings.get;servicemanagement.consumerSettings.getIamPolicy;servicemanagement.consumerSettings.list;servicemanagement.consumerSettings.setIamPolicy;servicemanagement.consumerSettings.update;serviceusage.quotas.get;serviceusage.quotas.update;serviceusage.services.disable;serviceusage.services.enable;serviceusage.services.get;serviceusage.services.list
roles/servicemanagement.quotaViewer,monitoring.timeSeries.list;servicemanagement.consumerSettings.get;servicemanagement.consumerSettings.getIamPolicy;servicemanagement.consumerSettings.list;serviceusage.quotas.get;serviceusage.services.get;serviceusage.services.list
roles/servicemanagement.serviceConsumer,servicemanagement.services.bind
roles/servicemanagement.serviceController,servicemanagement.services.check;servicemanagement.services.get;servicemanagement.services.quota;servicemanagement.services.report
roles/servicenetworking.networksAdmin,servicenetworking.operations.cancel;servicenetworking.operations.delete;servicenetworking.operations.get;servicenetworking.operations.list;servicenetworking.services.addPeering;servicenetworking.services.addSubnetwork;servicenetworking.services.get
roles/servicenetworking.serviceAgent,compute.globalAddresses.get;compute.globalOperations.get;compute.networks.addPeering;compute.networks.create;compute.networks.delete;compute.networks.get;compute.networks.list;compute.networks.removePeering;compute.networks.update;compute.networks.updatePolicy;compute.projects.get;compute.regionOperations.get;compute.routers.get;compute.routers.list;compute.routes.list;compute.subnetworks.create;compute.subnetworks.delete;compute.subnetworks.get;compute.subnetworks.list;resourcemanager.projects.get;resourcemanager.projects.list
roles/serviceusage.apiKeysAdmin,serviceusage.apiKeys.create;serviceusage.apiKeys.delete;serviceusage.apiKeys.get;serviceusage.apiKeys.getProjectForKey;serviceusage.apiKeys.list;serviceusage.apiKeys.regenerate;serviceusage.apiKeys.revert;serviceusage.apiKeys.update;serviceusage.operations.get
roles/serviceusage.apiKeysViewer,serviceusage.apiKeys.get;serviceusage.apiKeys.getProjectForKey;serviceusage.apiKeys.list
roles/serviceusage.serviceUsageAdmin,monitoring.timeSeries.list;serviceusage.operations.cancel;serviceusage.operations.delete;serviceusage.operations.get;serviceusage.operations.list;serviceusage.quotas.get;serviceusage.quotas.update;serviceusage.services.disable;serviceusage.services.enable;serviceusage.services.get;serviceusage.services.list;serviceusage.services.use
roles/serviceusage.serviceUsageConsumer,monitoring.timeSeries.list;serviceusage.operations.get;serviceusage.operations.list;serviceusage.quotas.get;serviceusage.services.get;serviceusage.services.list;serviceusage.services.use
roles/serviceusage.serviceUsageViewer,monitoring.timeSeries.list;serviceusage.operations.get;serviceusage.operations.list;serviceusage.quotas.get;serviceusage.services.get;serviceusage.services.list
roles/source.admin,source.repos.create;source.repos.delete;source.repos.get;source.repos.getIamPolicy;source.repos.getProjectConfig;source.repos.list;source.repos.setIamPolicy;source.repos.update;source.repos.updateProjectConfig;source.repos.updateRepoConfig
roles/source.reader,source.repos.get;source.repos.list
roles/sourcerepo.serviceAgent,iam.serviceAccounts.getAccessToken;pubsub.topics.publish
roles/source.writer,source.repos.get;source.repos.list;source.repos.update
roles/spanner.admin,monitoring.timeSeries.list;resourcemanager.projects.get;resourcemanager.projects.list;spanner.databaseOperations.cancel;spanner.databaseOperations.delete;spanner.databaseOperations.get;spanner.databaseOperations.list;spanner.databases.beginOrRollbackReadWriteTransaction;spanner.databases.beginReadOnlyTransaction;spanner.databases.create;spanner.databases.drop;spanner.databases.get;spanner.databases.getDdl;spanner.databases.getIamPolicy;spanner.databases.list;spanner.databases.read;spanner.databases.select;spanner.databases.setIamPolicy;spanner.databases.update;spanner.databases.updateDdl;spanner.databases.write;spanner.instanceConfigs.get;spanner.instanceConfigs.list;spanner.instanceOperations.cancel;spanner.instanceOperations.delete;spanner.instanceOperations.get;spanner.instanceOperations.list;spanner.instances.create;spanner.instances.delete;spanner.instances.get;spanner.instances.getIamPolicy;spanner.instances.list;spanner.instances.setIamPolicy;spanner.instances.update;spanner.sessions.create;spanner.sessions.delete;spanner.sessions.get;spanner.sessions.list
roles/spanner.databaseAdmin,monitoring.timeSeries.list;resourcemanager.projects.get;resourcemanager.projects.list;spanner.databaseOperations.cancel;spanner.databaseOperations.delete;spanner.databaseOperations.get;spanner.databaseOperations.list;spanner.databases.beginOrRollbackReadWriteTransaction;spanner.databases.beginReadOnlyTransaction;spanner.databases.create;spanner.databases.drop;spanner.databases.get;spanner.databases.getDdl;spanner.databases.getIamPolicy;spanner.databases.list;spanner.databases.read;spanner.databases.select;spanner.databases.setIamPolicy;spanner.databases.update;spanner.databases.updateDdl;spanner.databases.write;spanner.instances.get;spanner.instances.getIamPolicy;spanner.instances.list;spanner.sessions.create;spanner.sessions.delete;spanner.sessions.get;spanner.sessions.list
roles/spanner.databaseReader,spanner.databases.beginReadOnlyTransaction;spanner.databases.getDdl;spanner.databases.read;spanner.databases.select;spanner.instances.get;spanner.sessions.create;spanner.sessions.delete;spanner.sessions.get;spanner.sessions.list
roles/spanner.databaseUser,spanner.databaseOperations.cancel;spanner.databaseOperations.delete;spanner.databaseOperations.get;spanner.databaseOperations.list;spanner.databases.beginOrRollbackReadWriteTransaction;spanner.databases.beginReadOnlyTransaction;spanner.databases.getDdl;spanner.databases.read;spanner.databases.select;spanner.databases.updateDdl;spanner.databases.write;spanner.instances.get;spanner.sessions.create;spanner.sessions.delete;spanner.sessions.get;spanner.sessions.list
roles/spanner.viewer,monitoring.timeSeries.list;resourcemanager.projects.get;resourcemanager.projects.list;spanner.databases.list;spanner.instanceConfigs.get;spanner.instanceConfigs.list;spanner.instances.get;spanner.instances.list
roles/stackdriver.accounts.editor,resourcemanager.projects.get;resourcemanager.projects.list;serviceusage.services.enable;stackdriver.projects.edit;stackdriver.projects.get
roles/stackdriver.accounts.viewer,resourcemanager.projects.get;resourcemanager.projects.list;stackdriver.projects.get
roles/stackdriver.resourceMetadata.writer,stackdriver.resourceMetadata.write
roles/storage.admin,firebase.projects.get;resourcemanager.projects.get;resourcemanager.projects.list;storage.buckets.create;storage.buckets.delete;storage.buckets.get;storage.buckets.getIamPolicy;storage.buckets.list;storage.buckets.setIamPolicy;storage.buckets.update;storage.objects.create;storage.objects.delete;storage.objects.get;storage.objects.getIamPolicy;storage.objects.list;storage.objects.setIamPolicy;storage.objects.update
roles/storage.hmacKeyAdmin,firebase.projects.get;resourcemanager.projects.get;resourcemanager.projects.list;storage.hmacKeys.create;storage.hmacKeys.delete;storage.hmacKeys.get;storage.hmacKeys.list;storage.hmacKeys.update
roles/storage.legacyBucketOwner,storage.buckets.get;storage.buckets.getIamPolicy;storage.buckets.setIamPolicy;storage.buckets.update;storage.objects.create;storage.objects.delete;storage.objects.list
roles/storage.legacyBucketReader,storage.buckets.get;storage.objects.list
roles/storage.legacyBucketWriter,storage.buckets.get;storage.objects.create;storage.objects.delete;storage.objects.list
roles/storage.legacyObjectOwner,storage.objects.get;storage.objects.getIamPolicy;storage.objects.setIamPolicy;storage.objects.update
roles/storage.legacyObjectReader,storage.objects.get
roles/storage.objectAdmin,resourcemanager.projects.get;resourcemanager.projects.list;storage.objects.create;storage.objects.delete;storage.objects.get;storage.objects.getIamPolicy;storage.objects.list;storage.objects.setIamPolicy;storage.objects.update
roles/storage.objectCreator,resourcemanager.projects.get;resourcemanager.projects.list;storage.objects.create
roles/storage.objectViewer,resourcemanager.projects.get;resourcemanager.projects.list;storage.objects.get;storage.objects.list
roles/storagetransfer.admin,resourcemanager.projects.get;resourcemanager.projects.list;storagetransfer.jobs.create;storagetransfer.jobs.delete;storagetransfer.jobs.get;storagetransfer.jobs.list;storagetransfer.jobs.update;storagetransfer.operations.cancel;storagetransfer.operations.get;storagetransfer.operations.list;storagetransfer.operations.pause;storagetransfer.operations.resume;storagetransfer.projects.getServiceAccount
roles/storagetransfer.user,resourcemanager.projects.get;resourcemanager.projects.list;storagetransfer.jobs.create;storagetransfer.jobs.get;storagetransfer.jobs.list;storagetransfer.jobs.update;storagetransfer.operations.cancel;storagetransfer.operations.get;storagetransfer.operations.list;storagetransfer.operations.pause;storagetransfer.operations.resume;storagetransfer.projects.getServiceAccount
